query_line,query_text_preview,verse_reference,verse_text_preview,similarity_score
822,"It was alleged that, though our government did not authorize Rear-Admiral Gherardi to overthrow Légitime and to set up Hyppolite as President of Haïti, it gave him the wink, and left him to assume the",Acts 23:25,And he wrote a letter after this manner,-7.5799
682,"The lesson taught by its example and its warning is, that political parties, like individual men, are only strong while they are consistent and honest, and that treachery and deception are only the sa",Nahum 3:11,"Thou also shalt be drunken: thou shalt be hid, thou also shalt seek strength because of the enemy.",-7.5908
75,"Slaveholders are known to have sent spies among their slaves to ascertain, if possible, their views and feelings in regard to their condition; hence the maxim established among them, that ""a still ton",Luke 19:22,"And he saith unto him, Out of thine own mouth will I judge thee, thou wicked servant. Thou knewest that I was an austere man, taking up",-7.6042
660,"Perhaps a political abolitionist would equally misjudge and underrate the value of the non-voting and moral-suasion party, of which Mr. Garrison was the admitted leader; while in fact the two were the",Psalms 43:1,"Judge me, O God, and plead my cause against an ungodly nation: O deliver me from the deceitful and unjust man.",-7.6045
660,"Perhaps a political abolitionist would equally misjudge and underrate the value of the non-voting and moral-suasion party, of which Mr. Garrison was the admitted leader; while in fact the two were the",Luke 22:6,"And he promised, and sought opportunity to betray him unto them in the absence of the multitude.",-7.6241
10,"The father might be a freeman and the child a slave. The father might be a white man, glorying in the purity of his Anglo-Saxon blood, and the child ranked with the blackest slaves. Father he might be",Ecclesiastes 10:16,"Woe to thee, O land, when thy king is a child, and thy princes",-7.6243
799,"The Republican party and the nation were pledged to the protection of the constitutional rights of the colored citizens. If it refused to perform its promise, it would be false to its highest trust. A",Deuteronomy 12:30,"Take heed to thyself that thou be not snared by following them, after that they be destroyed from before thee; and that thou enquire not after their gods, saying, How did these nations serve their god",-7.6267
674,"A half a million indeed! The fact is, I never was worth one-fifth of that sum and never expect to be. The offices held by me during the eleven years of my official life never brought me over three tho",Genesis 18:27,"And Abraham answered and said, Behold now, I have taken upon me to speak unto the LORD, which am but dust and ashes: 18:28 Peradventure there shall lack five of the fifty righteous: wilt thou destroy ",-7.6349
195,"I say I have no doubt of this; the reason is, that there were not, under the whole heavens, a set of men who cultivated such a dread of labor as did the slaveholders. The charge of laziness against th",Habakkuk 1:13,"Thou art of purer eyes than to behold evil, and canst not look on iniquity: wherefore lookest thou upon them that deal treacherously, and holdest thy tongue when the wicked devoureth the man that is m",-7.6363
301,"He seemed to me an all-sufficient match to every opponent, whether they spoke in the name of the law or the gospel. His words were full of holy fire, and straight to the point. Something of a hero-wor",Isaiah 29:8,"It shall even be as when an hungry man dreameth, and, behold, he eateth; but he awaketh, and his soul is empty: or as when a thirsty man dreameth, and, behold, he drinketh; but he awaketh, and, behold",-7.6370
668,It need not be said to those who knew the character and composition of Senator Conkling that it was impossible for him to tolerate or excuse a broken promise. No man more than he considered a man's wo,1 Kings 29:4,"And the princes of the Philistines were wroth with him; and the princes of the Philistines said unto him, Make this fellow return, that he may go again to his place which thou hast appointed him, and ",-7.6402
283,"In these remarks it is possible I do him injustice. He certainly did not exert his power over me as in the case he might have done, but acted, upon the whole, very generously, considering the nature o",Isaiah 50:2,"Wherefore, when I came, was there no man? when I called, was there none to answer? Is my hand shortened at all, that it cannot redeem? or have I no power to deliver? behold, at my rebuke I dry up the ",-7.6489
283,"In these remarks it is possible I do him injustice. He certainly did not exert his power over me as in the case he might have done, but acted, upon the whole, very generously, considering the nature o",Judges 16:17,"That he told her all his heart, and said unto her, There hath not come a razor upon mine head; for I have been a Nazarite unto God from my mother’s womb: if I be shaven, then my strength will go from ",-7.6571
150,"In addition to the pain of parting from friends, as I supposed, forever, I had the added grief of neglected chances of escape to brood over. I had put off running away until I was now to be placed whe",2 Corinthians 11:25,"Thrice was I beaten with rods, once was I stoned, thrice I suffered shipwreck, a night and a day I have been in the deep; 11:26 In journeyings often, in perils of waters, in perils of robbers, in peri",-7.6583
75,"Slaveholders are known to have sent spies among their slaves to ascertain, if possible, their views and feelings in regard to their condition; hence the maxim established among them, that ""a still ton",Psalms 25:9,The meek will he guide in judgment: and the meek will he teach his way.,-7.6636
96,"I may say here that I regard my removal from Col. Lloyd's plantation as one of the most interesting and fortunate events of my life. Viewing it in the light of human likelihoods, it is quite probable ",Genesis 19:19,"Behold now, thy servant hath found grace in thy sight, and thou hast magnified thy mercy, which thou hast shewed unto me in saving my life; and I cannot escape to the mountain, lest some evil take me,",-7.6681
150,"In addition to the pain of parting from friends, as I supposed, forever, I had the added grief of neglected chances of escape to brood over. I had put off running away until I was now to be placed whe",Ezekiel 47:9,"And it shall come to pass, that every thing that liveth, which moveth, whithersoever the rivers shall come, shall live: and there shall be a very great multitude of fish, because these waters shall co",-7.6691
240,"We were generally a unit, and moved together. Thoughts and sentiments were exchanged between us which might well have been considered incendiary had they been known by our masters. The slaveholder, we",Malachi 1:6,"A son honoureth his father, and a servant his master: if then I be a father, where is mine honour? and if I be a master, where is my fear? saith the LORD of hosts unto you, O priests, that despise my",-7.6749
83,"One of the commonest sayings to which my ears early became accustomed, was, that it was ""worth but a half a cent to kill a nigger, and half a cent to bury one."" While I heard of numerous murders commi",Hosea 4:14,"I will not punish your daughters when they commit whoredom, nor your spouses when they commit adultery: for themselves are separated with whores, and they sacrifice with harlots: therefore the people ",-7.6869
744,"He was the son of Rev. Lant Carpenter, who for a long time was an honored pastor in Bristol. He was also the brother of Philip and Mary Carpenter, and one of a family distinguished for every moral and",Habakkuk 1:13,"Thou art of purer eyes than to behold evil, and canst not look on iniquity: wherefore lookest thou upon them that deal treacherously, and holdest thy tongue when the wicked devoureth the man that is m",-7.6912
822,"It was alleged that, though our government did not authorize Rear-Admiral Gherardi to overthrow Légitime and to set up Hyppolite as President of Haïti, it gave him the wink, and left him to assume the",Malachi 1:6,"A son honoureth his father, and a servant his master: if then I be a father, where is mine honour? and if I be a master, where is my fear? saith the LORD of hosts unto you, O priests, that despise my",-7.6938
22,"I can therefore fondly and proudly ascribe to her an earnest love of knowledge. That in any slave State a field-hand should learn to read is remarkable, but the achievement of my mother, considering t",Micah 4:10,"Be in pain, and labour to bring forth, O daughter of Zion, like a woman in travail: for now shalt thou go forth out of the city, and thou shalt dwell in the field, and thou shalt go even to Babylon; t",-7.6996
682,"The lesson taught by its example and its warning is, that political parties, like individual men, are only strong while they are consistent and honest, and that treachery and deception are only the sa",1 Corinthians 15:43,It is sown in dishonour; it is raised in glory: it is sown in weakness; it is raised,-7.7038
639,"Though his folly may be less apparent, it is just as real when one-half of the moral and intellectual power of the world is excluded from any voice or vote in civil government. In this denial of the r",John 7:43,So there was a division among the people because of him.,-7.7078
396,"Y., and will long be remembered there for the surprise and gratification it caused our friends in that city. They were not looking for such exhibitions of enlightened zeal and ability as were there di",Deuteronomy 23:13,"And thou shalt have a paddle upon thy weapon; and it shall be, when thou wilt ease thyself abroad, thou shalt dig therewith, and shalt turn back and cover that which cometh",-7.7154
517,"I was called forward and responded with all the energy of my soul, for I looked upon suffrage to the Negro as the only measure which could prevent him from being thrust back into slavery. From this ti",Romans 16:19,"For your obedience is come abroad unto all men. I am glad therefore on your behalf: but yet I would have you wise unto that which is good, and simple concerning evil.",-7.7170
668,It need not be said to those who knew the character and composition of Senator Conkling that it was impossible for him to tolerate or excuse a broken promise. No man more than he considered a man's wo,Mark 14:21,"The Son of man indeed goeth, as it is written of him: but woe to that man by whom the Son of man is betrayed! good were it for that man if he had never been born.",-7.7178
10,"The father might be a freeman and the child a slave. The father might be a white man, glorying in the purity of his Anglo-Saxon blood, and the child ranked with the blackest slaves. Father he might be",Jeremiah 32:8,"So Hanameel mine uncle’s son came to me in the court of the prison according to the word of the LORD, and said unto me, Buy my field, I pray thee, that is in Anathoth, which is in the country of Benja",-7.7194
744,"He was the son of Rev. Lant Carpenter, who for a long time was an honored pastor in Bristol. He was also the brother of Philip and Mary Carpenter, and one of a family distinguished for every moral and",Malachi 1:6,"A son honoureth his father, and a servant his master: if then I be a father, where is mine honour? and if I be a master, where is my fear? saith the LORD of hosts unto you, O priests, that despise my",-7.7214
195,"I say I have no doubt of this; the reason is, that there were not, under the whole heavens, a set of men who cultivated such a dread of labor as did the slaveholders. The charge of laziness against th",Jeremiah 30:10,"Therefore fear thou not, O my servant Jacob, saith the LORD; neither be dismayed, O Israel: for, lo, I will save thee from afar, and thy seed from the land of their captivity; and Jacob shall return, ",-7.7307
317,"My old and dear friend J. N. Buffum made a point against the company that they ""often allowed dogs and monkeys to ride in first-class cars, and yet excluded a man like Frederick Douglass!"" In a very f",Isaiah 33:1,"Woe to thee that spoilest, and thou wast not spoiled; and dealest treacherously, and they dealt not treacherously with thee! when thou shalt cease to spoil, thou shalt be spoiled; and when thou shalt ",-7.7412
396,"Y., and will long be remembered there for the surprise and gratification it caused our friends in that city. They were not looking for such exhibitions of enlightened zeal and ability as were there di",Luke 1:73,The oath which he,-7.7417
50,"From my heart I pitied her, and child as I was, and new to such scenes, the shock was tremendous. I was terrified, hushed, stunned and bewildered. The scene here described was often repeated, for Edwa",Psalms 43:2,For thou art the God of my strength: why dost thou cast me off? why go I mourning because of the oppression of the enemy?,-7.7425
682,"The lesson taught by its example and its warning is, that political parties, like individual men, are only strong while they are consistent and honest, and that treachery and deception are only the sa",Daniel 11:29,"At the time appointed he shall return, and come toward the south; but it shall not be as the former, or as the latter.",-7.7451
150,"In addition to the pain of parting from friends, as I supposed, forever, I had the added grief of neglected chances of escape to brood over. I had put off running away until I was now to be placed whe",Genesis 27:45,"Until thy brother’s anger turn away from thee, and he forget that which thou hast done to him: then I will send, and fetch thee from thence: why should I be deprived also of you",-7.7463
150,"In addition to the pain of parting from friends, as I supposed, forever, I had the added grief of neglected chances of escape to brood over. I had put off running away until I was now to be placed whe",Habakkuk 1:13,"Thou art of purer eyes than to behold evil, and canst not look on iniquity: wherefore lookest thou upon them that deal treacherously, and holdest thy tongue when the wicked devoureth the man that is m",-7.7538
682,"The lesson taught by its example and its warning is, that political parties, like individual men, are only strong while they are consistent and honest, and that treachery and deception are only the sa",Psalms 83:5,For they have consulted together with one consent: they are confederate against thee:,-7.7577
123,"In addition to these opportunities, sleeping as I did in the kitchen loft, a room seldom visited by any of the family, I contrived to get a flour-barrel up there and a chair, and upon the head of that",2 Kings 9:10,"Thou therefore, and thy sons, and thy servants, shall till the land for him, and thou shalt bring in the fruits, that thy master’s son may have food to eat: but Mephibosheth thy master’s son shall eat",-7.7594
75,"Slaveholders are known to have sent spies among their slaves to ascertain, if possible, their views and feelings in regard to their condition; hence the maxim established among them, that ""a still ton",Proverbs 13:1,A wise son heareth his father’s instruction: but a scorner heareth not rebuke.,-7.7646
195,"I say I have no doubt of this; the reason is, that there were not, under the whole heavens, a set of men who cultivated such a dread of labor as did the slaveholders. The charge of laziness against th",Jeremiah 40:4,"And now, behold, I loose thee this day from the chains which were upon thine hand. If it seem good unto thee to come with me into Babylon, come; and I will look well unto thee: but if it seem ill unto",-7.7659
674,"A half a million indeed! The fact is, I never was worth one-fifth of that sum and never expect to be. The offices held by me during the eleven years of my official life never brought me over three tho",Ecclesiastes 1:3,What profit hath a man of all his labour which he taketh under the,-7.7700
41,"The family of Captain Anthony never visited the great house, and the Lloyds never came to our house. Equal non-intercourse was observed between Captain Anthony's family and the family of Mr. Seveir, t",Isaiah 50:2,"Wherefore, when I came, was there no man? when I called, was there none to answer? Is my hand shortened at all, that it cannot redeem? or have I no power to deliver? behold, at my rebuke I dry up the ",-7.7717
150,"In addition to the pain of parting from friends, as I supposed, forever, I had the added grief of neglected chances of escape to brood over. I had put off running away until I was now to be placed whe",Matthew 17:27,"Notwithstanding, lest we should offend them, go thou to the sea, and cast an hook, and take up the fish that first cometh up; and when thou hast opened his mouth, thou shalt find a piece of money: tha",-7.7757
682,"The lesson taught by its example and its warning is, that political parties, like individual men, are only strong while they are consistent and honest, and that treachery and deception are only the sa",Daniel 11:25,And he shall stir up his power and his courage against the king of the south with a great army; and the king of the south shall be stirred up to battle with a very great and mighty army; but he shall ,-7.7763
283,"In these remarks it is possible I do him injustice. He certainly did not exert his power over me as in the case he might have done, but acted, upon the whole, very generously, considering the nature o",Jeremiah 40:4,"And now, behold, I loose thee this day from the chains which were upon thine hand. If it seem good unto thee to come with me into Babylon, come; and I will look well unto thee: but if it seem ill unto",-7.7790
639,"Though his folly may be less apparent, it is just as real when one-half of the moral and intellectual power of the world is excluded from any voice or vote in civil government. In this denial of the r",Hebrews 4:9,There remaineth therefore a rest to the people of God.,-7.7795
150,"In addition to the pain of parting from friends, as I supposed, forever, I had the added grief of neglected chances of escape to brood over. I had put off running away until I was now to be placed whe",Ezekiel 5:2,"Thou shalt burn with fire a third part in the midst of the city, when the days of the siege are fulfilled: and thou shalt take a third part, and smite about it with a knife: and a third part thou shal",-7.7813
744,"He was the son of Rev. Lant Carpenter, who for a long time was an honored pastor in Bristol. He was also the brother of Philip and Mary Carpenter, and one of a family distinguished for every moral and",Ezra 7:4,The son of,-7.7906
668,It need not be said to those who knew the character and composition of Senator Conkling that it was impossible for him to tolerate or excuse a broken promise. No man more than he considered a man's wo,Matthew 26:24,The Son of man goeth as it is written of him: but woe unto that man by whom the Son of man is betrayed! it had been good for that man if he had not been born.,-7.7921
639,"Though his folly may be less apparent, it is just as real when one-half of the moral and intellectual power of the world is excluded from any voice or vote in civil government. In this denial of the r",1 Kings 9:6,"And he said unto him, Behold now, there is in this city a man of God, and he is an honourable man; all that he saith cometh surely to pass: now let us go thither; peradventure he can shew us our way t",-7.7926
682,"The lesson taught by its example and its warning is, that political parties, like individual men, are only strong while they are consistent and honest, and that treachery and deception are only the sa",Proverbs 13:1,A wise son heareth his father’s instruction: but a scorner heareth not rebuke.,-7.7931
396,"Y., and will long be remembered there for the surprise and gratification it caused our friends in that city. They were not looking for such exhibitions of enlightened zeal and ability as were there di",Romans 1:2,(Which he had promised afore by,-7.7943
103,"That which he most loved I most hated; and the very determination which he expressed to keep me in ignorance only rendered me the more resolute to seek intelligence. In learning to read, therefore, I ",2 Kings 19:6,"In that thou lovest thine enemies, and hatest thy friends. For thou hast declared this day, that thou regardest neither princes nor servants: for this day I perceive, that if Absalom had lived, and al",-7.7962
240,"We were generally a unit, and moved together. Thoughts and sentiments were exchanged between us which might well have been considered incendiary had they been known by our masters. The slaveholder, we",Genesis 27:45,"Until thy brother’s anger turn away from thee, and he forget that which thou hast done to him: then I will send, and fetch thee from thence: why should I be deprived also of you",-7.8018
66,Some idea of the splendor of that place sixty years ago has already been given. The contrast between the condition of the slaves and that of their masters was marvelously sharp and striking. There wer,Daniel 4:11,"The tree grew, and was strong, and the height thereof reached unto heaven, and the sight thereof to the end of all the earth: 4:12 The leaves thereof were fair, and the fruit thereof much, and in it w",-7.8027
682,"The lesson taught by its example and its warning is, that political parties, like individual men, are only strong while they are consistent and honest, and that treachery and deception are only the sa",Psalms 25:9,The meek will he guide in judgment: and the meek will he teach his way.,-7.8111
639,"Though his folly may be less apparent, it is just as real when one-half of the moral and intellectual power of the world is excluded from any voice or vote in civil government. In this denial of the r",Mark 14:21,"The Son of man indeed goeth, as it is written of him: but woe to that man by whom the Son of man is betrayed! good were it for that man if he had never been born.",-7.8121
682,"The lesson taught by its example and its warning is, that political parties, like individual men, are only strong while they are consistent and honest, and that treachery and deception are only the sa",1 Corinthians 10:12,Wherefore let him that thinketh he standeth take heed lest he fall.,-7.8293
22,"I can therefore fondly and proudly ascribe to her an earnest love of knowledge. That in any slave State a field-hand should learn to read is remarkable, but the achievement of my mother, considering t",Song of Solomon 6:9,"My dove, my undefiled is but one; she is the only one of her mother, she is the choice one of her that bare her. The daughters saw her, and blessed her; yea, the queens and the concubines, and they pr",-7.8351
396,"Y., and will long be remembered there for the surprise and gratification it caused our friends in that city. They were not looking for such exhibitions of enlightened zeal and ability as were there di",Hebrews 10:13,From henceforth expecting till his enemies be made his footstool.,-7.8377
652,"But I meant here only to say a word in conclusion. Forty years of my life have been given to the cause of my people, and if I had forty years more they should all be sacredly given to the same great c",Luke 22:37,"For I say unto you, that this that is written must yet be accomplished in me, And he was reckoned among the transgressors: for the things concerning me have an end.",-7.8450
744,"He was the son of Rev. Lant Carpenter, who for a long time was an honored pastor in Bristol. He was also the brother of Philip and Mary Carpenter, and one of a family distinguished for every moral and",1 Chronicles 15:8,Of the sons of,-7.8460
674,"A half a million indeed! The fact is, I never was worth one-fifth of that sum and never expect to be. The offices held by me during the eleven years of my official life never brought me over three tho",John 7:43,So there was a division among the people because of him.,-7.8510
301,"He seemed to me an all-sufficient match to every opponent, whether they spoke in the name of the law or the gospel. His words were full of holy fire, and straight to the point. Something of a hero-wor",Exodus 4:14,"And the anger of the LORD was kindled against Moses, and he said, Is not Aaron the Levite thy brother? I know that he can speak well. And also, behold, he cometh forth to meet thee: and when he seeth ",-7.8536
317,"My old and dear friend J. N. Buffum made a point against the company that they ""often allowed dogs and monkeys to ride in first-class cars, and yet excluded a man like Frederick Douglass!"" In a very f",Habakkuk 1:13,"Thou art of purer eyes than to behold evil, and canst not look on iniquity: wherefore lookest thou upon them that deal treacherously, and holdest thy tongue when the wicked devoureth the man that is m",-7.8664
317,"My old and dear friend J. N. Buffum made a point against the company that they ""often allowed dogs and monkeys to ride in first-class cars, and yet excluded a man like Frederick Douglass!"" In a very f",Numbers 16:11,For which cause both thou and all thy company are gathered together against the LORD:,-7.8714
301,"He seemed to me an all-sufficient match to every opponent, whether they spoke in the name of the law or the gospel. His words were full of holy fire, and straight to the point. Something of a hero-wor",Romans 16:19,"For your obedience is come abroad unto all men. I am glad therefore on your behalf: but yet I would have you wise unto that which is good, and simple concerning evil.",-7.8734
639,"Though his folly may be less apparent, it is just as real when one-half of the moral and intellectual power of the world is excluded from any voice or vote in civil government. In this denial of the r",Matthew 26:24,The Son of man goeth as it is written of him: but woe unto that man by whom the Son of man is betrayed! it had been good for that man if he had not been born.,-7.8763
240,"We were generally a unit, and moved together. Thoughts and sentiments were exchanged between us which might well have been considered incendiary had they been known by our masters. The slaveholder, we",Isaiah 49:18,"Lift up thine eyes round about, and behold: all these gather themselves together, and come to thee. As I live, saith the LORD, thou shalt surely clothe thee with them all, as with an ornament, and bin",-7.8780
75,"Slaveholders are known to have sent spies among their slaves to ascertain, if possible, their views and feelings in regard to their condition; hence the maxim established among them, that ""a still ton",Malachi 1:6,"A son honoureth his father, and a servant his master: if then I be a father, where is mine honour? and if I be a master, where is my fear? saith the LORD of hosts unto you, O priests, that despise my",-7.8781
123,"In addition to these opportunities, sleeping as I did in the kitchen loft, a room seldom visited by any of the family, I contrived to get a flour-barrel up there and a chair, and upon the head of that",2 Kings 19:28,For all of my father’s house were but dead men before my lord the king: yet didst thou set thy servant among them that did eat at thine own table. What right therefore have I yet to cry any more unto,-7.8811
169,She never allowed me to go there without giving me bread enough to make good the deficiencies of a day or two. Master Thomas at last resolved to endure my behavior no longer; he could keep neither me ,Deuteronomy 16:3,"Thou shalt eat no leavened bread with it; seven days shalt thou eat unleavened bread therewith, even the bread of affliction; for thou camest forth out of the land of Egypt in haste: that thou mayest ",-7.8866
150,"In addition to the pain of parting from friends, as I supposed, forever, I had the added grief of neglected chances of escape to brood over. I had put off running away until I was now to be placed whe",Isaiah 57:13,"When thou criest, let thy companies deliver thee; but the wind shall carry them all away; vanity shall take them: but he that putteth his trust in me shall possess the land, and shall inherit my holy",-7.8885
674,"A half a million indeed! The fact is, I never was worth one-fifth of that sum and never expect to be. The offices held by me during the eleven years of my official life never brought me over three tho",Ecclesiastes 2:21,"For there is a man whose labour is in wisdom, and in knowledge, and in equity; yet to a man that hath not laboured therein shall he leave it for his portion. This also is vanity and a great evil.",-7.8918
660,"Perhaps a political abolitionist would equally misjudge and underrate the value of the non-voting and moral-suasion party, of which Mr. Garrison was the admitted leader; while in fact the two were the",Hebrews 10:13,From henceforth expecting till his enemies be made his footstool.,-7.8945
195,"I say I have no doubt of this; the reason is, that there were not, under the whole heavens, a set of men who cultivated such a dread of labor as did the slaveholders. The charge of laziness against th",Jeremiah 46:27,"But fear not thou, O my servant Jacob, and be not dismayed, O Israel: for, behold, I will save thee from afar off, and thy seed from the land of their captivity; and Jacob shall return, and be in rest",-7.9025
22,"I can therefore fondly and proudly ascribe to her an earnest love of knowledge. That in any slave State a field-hand should learn to read is remarkable, but the achievement of my mother, considering t",Jeremiah 32:8,"So Hanameel mine uncle’s son came to me in the court of the prison according to the word of the LORD, and said unto me, Buy my field, I pray thee, that is in Anathoth, which is in the country of Benja",-7.9051
639,"Though his folly may be less apparent, it is just as real when one-half of the moral and intellectual power of the world is excluded from any voice or vote in civil government. In this denial of the r",Isaiah 29:8,"It shall even be as when an hungry man dreameth, and, behold, he eateth; but he awaketh, and his soul is empty: or as when a thirsty man dreameth, and, behold, he drinketh; but he awaketh, and, behold",-7.9086
744,"He was the son of Rev. Lant Carpenter, who for a long time was an honored pastor in Bristol. He was also the brother of Philip and Mary Carpenter, and one of a family distinguished for every moral and",1 Kings 8:48,"And so return unto thee with all their heart, and with all their soul, in the land of their enemies, which led them away captive, and pray unto thee toward their land, which thou gavest unto their fat",-7.9107
674,"A half a million indeed! The fact is, I never was worth one-fifth of that sum and never expect to be. The offices held by me during the eleven years of my official life never brought me over three tho",Luke 1:73,The oath which he,-7.9113
803,"But with the negotiations in the hands of Rear-Admiral Gherardi a decision must be reached shortly. Admiral Gherardi is sent to resuscitate the negotiations. Admiral Gherardi will succeed eventually.""",1 Kings 9:16,"To morrow about this time I will send thee a man out of the land of Benjamin, and thou shalt anoint him to be captain over my people Israel, that he may save my people out of the hand of the Philistin",-7.9114
799,"The Republican party and the nation were pledged to the protection of the constitutional rights of the colored citizens. If it refused to perform its promise, it would be false to its highest trust. A",Isaiah 14:32,"What shall one then answer the messengers of the nation? That the LORD hath founded Zion, and the poor of his people shall trust in it.",-7.9128
803,"But with the negotiations in the hands of Rear-Admiral Gherardi a decision must be reached shortly. Admiral Gherardi is sent to resuscitate the negotiations. Admiral Gherardi will succeed eventually.""",1 Kings 29:4,"And the princes of the Philistines were wroth with him; and the princes of the Philistines said unto him, Make this fellow return, that he may go again to his place which thou hast appointed him, and ",-7.9155
660,"Perhaps a political abolitionist would equally misjudge and underrate the value of the non-voting and moral-suasion party, of which Mr. Garrison was the admitted leader; while in fact the two were the",Romans 14:4,"Who art thou that judgest another man’s servant? to his own master he standeth or falleth. Yea, he shall be holden up: for God is able to make him stand.",-7.9183
22,"I can therefore fondly and proudly ascribe to her an earnest love of knowledge. That in any slave State a field-hand should learn to read is remarkable, but the achievement of my mother, considering t",Judges 16:17,"That he told her all his heart, and said unto her, There hath not come a razor upon mine head; for I have been a Nazarite unto God from my mother’s womb: if I be shaven, then my strength will go from ",-7.9192
123,"In addition to these opportunities, sleeping as I did in the kitchen loft, a room seldom visited by any of the family, I contrived to get a flour-barrel up there and a chair, and upon the head of that",Malachi 1:6,"A son honoureth his father, and a servant his master: if then I be a father, where is mine honour? and if I be a master, where is my fear? saith the LORD of hosts unto you, O priests, that despise my",-7.9295
22,"I can therefore fondly and proudly ascribe to her an earnest love of knowledge. That in any slave State a field-hand should learn to read is remarkable, but the achievement of my mother, considering t",Song of Solomon 8:1,"O that thou wert as my brother, that sucked the breasts of my mother! when I should find thee without, I would kiss thee; yea, I should not be despised.",-7.9356
96,"I may say here that I regard my removal from Col. Lloyd's plantation as one of the most interesting and fortunate events of my life. Viewing it in the light of human likelihoods, it is quite probable ",Judges 16:17,"That he told her all his heart, and said unto her, There hath not come a razor upon mine head; for I have been a Nazarite unto God from my mother’s womb: if I be shaven, then my strength will go from ",-7.9369
240,"We were generally a unit, and moved together. Thoughts and sentiments were exchanged between us which might well have been considered incendiary had they been known by our masters. The slaveholder, we",Matthew 8:9,"For I am a man under authority, having soldiers under me: and I say to this man, Go, and he goeth; and to another, Come, and he cometh; and to my servant, Do this, and he doeth it.",-7.9480
301,"He seemed to me an all-sufficient match to every opponent, whether they spoke in the name of the law or the gospel. His words were full of holy fire, and straight to the point. Something of a hero-wor",Numbers 12:8,"With him will I speak mouth to mouth, even apparently, and not in dark speeches; and the similitude of the LORD shall he behold: wherefore then were ye not afraid to speak against my servant Moses?",-7.9522
22,"I can therefore fondly and proudly ascribe to her an earnest love of knowledge. That in any slave State a field-hand should learn to read is remarkable, but the achievement of my mother, considering t",Jeremiah 33:11,"The voice of joy, and the voice of gladness, the voice of the bridegroom, and the voice of the bride, the voice of them that shall say, Praise the LORD of hosts: for the LORD is good; for his mercy en",-7.9551
660,"Perhaps a political abolitionist would equally misjudge and underrate the value of the non-voting and moral-suasion party, of which Mr. Garrison was the admitted leader; while in fact the two were the",Luke 12:48,"But he that knew not, and did commit things worthy of stripes, shall be beaten with few stripes. For unto whomsoever much is given, of him shall be much required: and to whom men have committed much, ",-7.9629
150,"In addition to the pain of parting from friends, as I supposed, forever, I had the added grief of neglected chances of escape to brood over. I had put off running away until I was now to be placed whe",Jeremiah 40:4,"And now, behold, I loose thee this day from the chains which were upon thine hand. If it seem good unto thee to come with me into Babylon, come; and I will look well unto thee: but if it seem ill unto",-7.9659
240,"We were generally a unit, and moved together. Thoughts and sentiments were exchanged between us which might well have been considered incendiary had they been known by our masters. The slaveholder, we",Romans 14:4,"Who art thou that judgest another man’s servant? to his own master he standeth or falleth. Yea, he shall be holden up: for God is able to make him stand.",-7.9799
674,"A half a million indeed! The fact is, I never was worth one-fifth of that sum and never expect to be. The offices held by me during the eleven years of my official life never brought me over three tho",1 Chronicles 25:26,The nineteenth to,-7.9824
639,"Though his folly may be less apparent, it is just as real when one-half of the moral and intellectual power of the world is excluded from any voice or vote in civil government. In this denial of the r",2 Kings 19:6,"In that thou lovest thine enemies, and hatest thy friends. For thou hast declared this day, that thou regardest neither princes nor servants: for this day I perceive, that if Absalom had lived, and al",-7.9825
301,"He seemed to me an all-sufficient match to every opponent, whether they spoke in the name of the law or the gospel. His words were full of holy fire, and straight to the point. Something of a hero-wor",Judges 16:17,"That he told her all his heart, and said unto her, There hath not come a razor upon mine head; for I have been a Nazarite unto God from my mother’s womb: if I be shaven, then my strength will go from ",-7.9930
533,"Not a dollar, not a dime of its millions were loaned by me, or with my approval. The fact is, and all investigation shows it, that I was married to a corpse. The fine building, with its marble counter",Ecclesiastes 6:2,"A man to whom God hath given riches, wealth, and honour, so that he wanteth nothing for his soul of all that he desireth, yet God giveth him not power to eat thereof, but a stranger eateth it: this is",-7.9950
83,"One of the commonest sayings to which my ears early became accustomed, was, that it was ""worth but a half a cent to kill a nigger, and half a cent to bury one."" While I heard of numerous murders commi",Proverbs 23:20,Be not among winebibbers; among riotous eaters of flesh: 23:21 For the drunkard and the glutton shall come to poverty: and drowsiness shall clothe a man with rags.,-7.9977
240,"We were generally a unit, and moved together. Thoughts and sentiments were exchanged between us which might well have been considered incendiary had they been known by our masters. The slaveholder, we",Mark 14:21,"The Son of man indeed goeth, as it is written of him: but woe to that man by whom the Son of man is betrayed! good were it for that man if he had never been born.",-8.0032
744,"He was the son of Rev. Lant Carpenter, who for a long time was an honored pastor in Bristol. He was also the brother of Philip and Mary Carpenter, and one of a family distinguished for every moral and",1 Kings 20:29,"And he said, Let me go, I pray thee; for our family hath a sacrifice in the city; and my brother, he hath commanded me to be there: and now, if I have found favour in thine eyes, let me get away, I pr",-8.0163
517,"I was called forward and responded with all the energy of my soul, for I looked upon suffrage to the Negro as the only measure which could prevent him from being thrust back into slavery. From this ti",1 Kings 8:48,"And so return unto thee with all their heart, and with all their soul, in the land of their enemies, which led them away captive, and pray unto thee toward their land, which thou gavest unto their fat",-8.0181
660,"Perhaps a political abolitionist would equally misjudge and underrate the value of the non-voting and moral-suasion party, of which Mr. Garrison was the admitted leader; while in fact the two were the",Luke 1:73,The oath which he,-8.0232
